Distance;BBnoise;Buoy;Soundgp;DURATION;RLp;NLp;CENTRETIMEp;Q1Tp;Q3Tp;IQTp;C10Tp;C90Tp;ICTp;MAXTIMEp;MINTIMEp;CENTRETIMEs;Q1Ts;Q3Ts;IQTs;C10Ts;C90Ts;ICTs;MAXTIMEs;MINTIMEs;PEAKFREQUENCY;CENTREFREQUENCY;Q1F;Q3F;IQF;C10F;C90F;ICF;Q1TFREQ;Q3TFREQ;PEAKFREQUENCYlog;CENTREFREQUENCYlog;Q1Flog;Q3Flog;IQFlog;C10Flog;C90Flog;ICFlog;Q1TFREQlog;Q3TFREQlog;TRENDF;SLpp;SLrms;SLefd;NLrms;SNRrms;SLrmsBAND;NLrmsBAND;SNRrmsBAND;RLSNRb;Source
414;113;1;1;1.078684807;126.7314175;114.6468002;42.25352113;26.54614253;52.33130124;25.78515871;19.88648308;72.88627286;52.99978978;27.98402354;71.03636746;0.455782313;0.286349206;0.564489796;0.27814059;0.214512472;0.786213152;0.57170068;0.30185941;0.766258503;76.71203613;84.7869873;72.67456055;133.2366943;60.56213379;63.25378418;153.4240723;90.17028809;79.40368652;75.36621094;1.88486351;1.928329204;1.861382414;2.124623849;1.782201168;1.801086512;2.185893506;1.955063457;1.899840666;1.877176682;1.053571429;171.5762716;156.7839443;157.1130725;95.04662751;61.73731679;156.0824205;92.45020077;63.63221972;-1.762433631;wind
880;104;2;1;0.967573696;120.2520987;114.2415475;48.62901336;29.15865948;65.52144364;36.36278416;17.3798922;75.01757675;57.63768456;31.19756269;95.99250059;0.470521542;0.282131519;0.633968254;0.351836735;0.168163265;0.72585034;0.557687075;0.30185941;0.928798186;150.7324219;145.3491211;86.1328125;158.807373;72.67456055;71.32873535;169.5739746;98.24523926;154.7698975;75.36621094;2.178206677;2.16241241;1.935168628;2.200870662;1.861382414;1.853264524;2.2293592;1.992311515;2.189686495;1.877176682;2.053571429;170.6868128;155.2558793;155.1129233;92.23541044;63.02046881;150.5411704;85.64782676;64.89334361;-3.893543752;wind
935;108;4;1;0.945034014;126.6540113;122.2847407;22.71811114;11.04712544;32.73826663;21.69114118;6.252999328;59.64583933;53.39284;12.2852481;88.45378635;0.214693878;0.104399093;0.309387755;0.204988662;0.059092971;0.563673469;0.504580499;0.116099773;0.835918367;150.7324219;148.0407715;135.9283447;158.807373;22.87902832;79.40368652;166.8823242;87.4786377;150.7324219;148.0407715;2.178206677;2.17038134;2.133310028;2.200870662;1.359437576;1.899840666;2.22241034;1.941902011;2.178206677;2.17038134;1.018181818;173.6572848;156.8999528;156.6546357;101.7159035;55.18404932;148.560315;92.10146024;56.45885479;-6.442958409;wind
414;113;1;2;0.637777778;125.8682653;115.5051626;74.64979023;68.32112636;82.29396288;13.97283652;66.15231458;93.03846974;26.88615516;76.45594823;21.84455664;0.476099773;0.435736961;0.524852608;0.089115646;0.421904762;0.593378685;0.171473923;0.487619048;0.139319728;772.5036621;931.3110352;826.3366699;990.5273438;164.1906738;764.4287109;1072.622681;308.1939697;986.4898682;982.4523926;2.887900547;2.969094749;2.917157026;2.995866469;2.215348485;2.88333699;3.030446976;2.488824137;2.994092629;2.992311515;1.004109589;169.0448865;151.571918;149.6189207;95.7361856;55.83573245;137.6116458;88.5168246;49.09482123;-18.56497538;wind
880;104;2;2;0.710521542;117.6459518;115.7865442;69.63681624;66.42624625;77.64090126;11.21465501;40.5565839;87.31729112;46.76070722;68.62832706;19.60809344;0.49478458;0.471972789;0.551655329;0.07968254;0.288163265;0.620408163;0.332244898;0.487619048;0.139319728;890.9362793;896.3195801;763.0828857;977.0690918;213.9862061;584.0881348;1150.680542;566.5924072;994.5648193;344.53125;2.949846644;2.952462884;2.882571713;2.989925275;2.330385779;2.766478384;3.060954769;2.75327075;2.997633093;2.53722862;2.88671875;161.2623456;145.9829027;144.4989524;90.33222128;55.65068144;133.7166076;85.10288768;48.61371988;-13.89978625;wind
935;108;4;2;0.67569161;125.7891521;125.8508302;81.11282636;68.57507215;85.89838244;17.32331029;51.10410095;93.06664877;41.96254782;85.91180616;30.92825022;0.548072562;0.463356009;0.580408163;0.117052154;0.345306122;0.628843537;0.283537415;0.580498866;0.208979592;997.2564697;990.5273438;888.2446289;1002.639771;114.3951416;753.6621094;1012.060547;258.3984375;596.2005615;434.7015381;2.998806862;2.995866469;2.94853259;3.001144927;2.05840758;2.877176682;3.005206495;2.412289883;2.775392381;2.638191177;1.371517028;159.6374841;143.5537017;141.8514785;99.93831018;43.61539153;137.4627442;95.46620828;41.99653587;-4.385587793;wind
414;113;1;3;0.236099773;125.3216558;118.4235945;66.74990396;56.14675375;77.67960046;21.53284672;47.67575874;83.90318863;36.22742989;88.51325394;9.834805993;0.157596372;0.132562358;0.183401361;0.050839002;0.112562358;0.198095238;0.08553288;0.208979592;0.023219955;115.7409668;114.3951416;100.9368896;131.8908691;30.95397949;80.74951172;164.1906738;83.44116211;118.4326172;118.4326172;2.063487106;2.05840758;2.004049918;2.12021473;1.490716491;1.907139905;2.215348485;1.921380344;2.073471327;2.073471327;1;171.6888877;156.5771668;150.3089566;92.54063381;64.03653299;156.1935848;88.46855211;67.72503266;-3.173647204;wind
880;104;2;3;0.324671202;117.7677731;117.0390537;56.72579969;45.99804442;76.05810867;30.06006425;37.9242911;92.82022629;54.89593519;50.06285794;7.151836849;0.184172336;0.149342404;0.246938776;0.097596372;0.123129252;0.301360544;0.178231293;0.162539683;0.023219955;162.8448486;141.3116455;115.7409668;164.1906738;48.44970703;99.59106445;180.3405762;80.74951172;160.1531982;138.6199951;2.211774025;2.150177954;2.063487106;2.215348485;1.685291155;1.998220374;2.256093453;1.907139905;2.204535616;2.141825879;1.155339806;166.0508229;152.1428928;147.2579371;91.668991;60.47390181;150.9053841;86.09812865;64.80725543;-1.37766571;wind
935;108;4;3;0.30430839;121.9627491;121.1002042;60.92399404;42.69746647;75.36512668;32.66766021;22.23546945;92.80178838;70.56631893;68.67362146;7.630402385;0.185396825;0.129931973;0.229342404;0.099410431;0.067664399;0.282403628;0.214739229;0.208979592;0.023219955;150.7324219;153.4240723;138.6199951;164.1906738;25.57067871;107.6660156;174.9572754;67.29125977;149.3865967;107.6660156;2.178206677;2.185893506;2.141825879;2.215348485;1.407742255;2.032078642;2.242932007;1.827958659;2.174311633;2.032078642;1.3875;158.0253748;146.0444765;140.878263;94.74650689;51.29796962;142.5512714;86.10325575;56.44801564;-1.511354256;wind
414;113;1;4;0.309977324;127.4740512;115.4368225;50.54864667;41.6532553;65.22311631;23.56986101;22.07754206;80.40965618;58.33211412;52.43599122;14.98171178;0.156689342;0.129115646;0.202176871;0.073061224;0.068435374;0.249251701;0.180816327;0.162539683;0.046439909;110.357666;114.3951416;94.20776367;142.6574707;48.44970703;67.29125977;180.3405762;113.0493164;139.9658203;114.3951416;2.042802507;2.05840758;1.974086695;2.15429452;1.685291155;1.827958659;2.256093453;2.053267941;2.146021994;2.05840758;1.223529412;174.1540185;158.1211952;153.0351298;94.0893935;64.03180168;158.0401675;92.88370444;65.15646307;-1.639799718;wind
880;104;2;4;0.338185941;116.8765449;115.5857127;57.99919539;44.70966877;73.48799785;28.77832909;19.52527826;86.57637119;67.05109293;75.52635108;6.866031916;0.196145125;0.151201814;0.248526077;0.097324263;0.066031746;0.292789116;0.22675737;0.255419501;0.023219955;133.2366943;137.2741699;125.1617432;158.807373;33.64562988;113.0493164;197.8363037;84.7869873;135.9283447;131.8908691;2.124623849;2.137588826;2.097471603;2.200870662;1.526928663;2.053267941;2.296305989;1.928329204;2.133310028;2.12021473;1.030612245;168.3320671;151.2623804;146.5545183;93.25901118;58.00336926;151.9897532;88.74696813;63.24278511;-3.46576897;wind
935;108;4;4;0.340589569;120.0082576;126.8319062;59.14780293;35.77896138;81.06524634;45.28628495;17.81624501;95.4460719;77.6298269;40.90545939;6.817576565;0.201451247;0.12185941;0.276099773;0.154240363;0.060680272;0.325079365;0.264399093;0.139319728;0.023219955;133.2366943;142.6574707;123.815918;185.723877;61.90795898;110.357666;308.1939697;197.8363037;134.5825195;117.086792;2.124623849;2.15429452;2.092776482;2.268867741;1.791746486;2.042802507;2.488824137;2.296305989;2.128988655;2.068507907;1.149425287;156.7854638;144.4512274;139.7741191;96.49747469;47.95375274;142.8733965;93.7983984;49.07499814;-1.903809595;wind
414;113;1;5;0.29292517;130.5363552;115.4957109;61.89812664;47.15900294;87.25808949;40.09908655;32.24957424;95.69592816;63.44635392;63.41538938;79.26923672;0.181315193;0.13814059;0.255600907;0.117460317;0.09446712;0.28031746;0.18585034;0.185759637;0.232199546;55.17883301;71.32873535;57.8704834;88.82446289;30.95397949;47.10388184;117.086792;69.98291016;79.40368652;55.17883301;1.741772511;1.853264524;1.76245711;1.94853259;1.490716491;1.673056699;2.068507907;1.844991998;1.899840666;1.741772511;1.43902439;178.6106561;163.5336013;158.2018405;94.01047426;69.52312699;162.3233287;91.83906214;70.48426651;1.249027764;wind
880;104;2;5;0.319365079;121.1210239;115.5860263;50.39761431;28.81283726;72.84862255;44.03578529;16.16018177;82.36296507;66.2027833;36.35330872;94.51860267;0.160952381;0.092018141;0.232653061;0.140634921;0.051609977;0.263038549;0.211428571;0.116099773;0.30185941;113.0493164;115.7409668;94.20776367;138.6199951;44.41223145;75.36621094;161.4990234;86.1328125;125.1617432;119.7784424;2.053267941;2.063487106;1.974086695;2.141825879;1.647502594;1.877176682;2.208169901;1.935168628;2.097471603;2.078378661;1.04494382;169.8764374;157.0956232;152.1391142;93.25243508;63.84318813;157.9086776;87.98831187;69.92036573;5.153264089;wind
935;108;4;5;0.376326531;121.3683035;126.83525;64.56977585;33.74307062;82.40539889;48.66232827;19.95661605;93.13087491;73.17425886;86.38226079;6.170161485;0.242993197;0.126984127;0.310113379;0.183129252;0.075102041;0.35047619;0.27537415;0.325079365;0.023219955;53.83300781;87.4786377;63.25378418;111.7034912;48.44970703;48.44970703;148.0407715;99.59106445;92.86193848;63.25378418;1.731048646;1.941902011;1.801086512;2.048066747;1.685291155;1.685291155;2.17038134;1.998220374;1.967837745;1.801086512;1.468085106;158.8714694;149.6810599;145.4372316;94.85306284;54.82799704;148.894838;88.63325626;60.26158175;3.391672098;wind
414;113;1;6;0.286938776;125.6404841;115.5677171;49.23344397;37.64817449;55.2236447;17.57547021;24.51398767;83.05674095;58.54275328;56.6461198;16.18460566;0.141269841;0.108027211;0.15845805;0.050430839;0.070340136;0.238321995;0.167981859;0.162539683;0.046439909;102.2827148;96.89941406;74.02038574;111.7034912;37.68310547;56.5246582;126.5075684;69.98291016;95.55358887;100.9368896;2.009802247;1.986321151;1.869351344;2.048066747;1.576146686;1.752237945;2.102116508;1.844991998;1.980247003;2.004049918;0.946666667;174.4252438;158.4465908;153.0251695;93.93269338;64.51389741;158.2980276;90.75037262;67.547655;-3.486732091;wind
880;104;2;6;0.312426304;118.8712584;117.3390802;41.76222964;35.82522863;62.01190303;26.18667441;25.56249093;66.56989403;41.00740311;66.88924372;81.7535201;0.13047619;0.111927438;0.193741497;0.081814059;0.079863946;0.207981859;0.128117914;0.208979592;0.255419501;113.0493164;114.3951416;102.2827148;125.1617432;22.87902832;91.51611328;138.6199951;47.10388184;115.7409668;107.6660156;2.053267941;2.05840758;2.009802247;2.097471603;1.359437576;1.961497567;2.141825879;1.673056699;2.063487106;2.032078642;1.075;169.2973779;154.746053;149.6941593;93.00160642;61.7444466;155.8633406;87.79688436;68.06645621;1.437221077;wind
935;108;4;6;0.303718821;122.0590449;124.6328957;28.68448559;20.17321189;52.85948932;32.68627744;12.76691056;78.57249515;65.80558459;30.5808571;7.645214275;0.087120181;0.061269841;0.160544218;0.099274376;0.03877551;0.238639456;0.199863946;0.092879819;0.023219955;110.357666;110.357666;99.59106445;121.1242676;21.53320313;90.17028809;134.5825195;44.41223145;106.3201904;98.24523926;2.042802507;2.042802507;1.998220374;2.083231164;1.333108637;1.955063457;2.128988655;1.647502594;2.026615746;1.992311515;1.082191781;157.8887469;147.1982867;142.0236522;95.66941457;51.52887211;146.8078769;88.83433197;57.97354497;2.978174938;wind
414;113;1;7;0.296643991;125.6998035;115.5656846;39.45879835;22.06084697;60.92340621;38.86255924;6.543341997;79.68200581;73.13866381;39.13774652;93.93059165;0.117052154;0.065442177;0.180725624;0.115283447;0.019410431;0.236371882;0.216961451;0.116099773;0.278639456;123.815918;115.7409668;84.7869873;139.9658203;55.17883301;65.94543457;178.994751;113.0493164;109.0118408;121.1242676;2.092776482;2.063487106;1.928329204;2.146021994;1.741772511;1.819184735;2.252840295;2.053267941;2.037473673;2.083231164;0.9;173.1655833;158.032834;152.7558535;93.98613381;64.04670022;158.9077186;91.32863435;67.57908421;-1.558061249;wind
880;104;2;7;0.332154195;117.9951463;117.3390802;60.80010923;31.33533588;77.08902239;45.75368651;17.68159476;87.28836701;69.60677226;20.97214637;6.990715456;0.201950113;0.104081633;0.256054422;0.151972789;0.058730159;0.289931973;0.231201814;0.069659864;0.023219955;109.0118408;123.815918;96.89941406;161.4990234;64.59960938;71.32873535;193.7988281;122.4700928;122.4700928;133.2366943;2.037473673;2.092776482;1.986321151;2.208169901;1.810229892;1.853264524;2.287351147;2.088030047;2.088030047;2.124623849;0.919191919;163.6021238;151.4702267;146.684217;92.94906984;58.52115683;151.749526;88.21707019;63.53245577;2.14254849;wind
935;108;4;7;0.321678005;121.7612056;124.6271631;61.469054;41.22374172;79.58550684;38.36176512;20.80924855;92.07669533;71.26744678;50.52869026;7.218384323;0.197732426;0.13260771;0.25600907;0.123401361;0.066938776;0.296190476;0.229251701;0.162539683;0.023219955;164.1906738;156.1157227;110.357666;187.0697021;76.71203613;78.05786133;305.5023193;227.444458;160.1531982;164.1906738;2.215348485;2.193446644;2.042802507;2.272003455;1.88486351;1.892416648;2.485014512;2.356875359;2.204535616;2.215348485;0.975409836;156.379343;146.8503729;141.9251988;95.65822236;51.19215049;146.669042;90.0528135;56.61622855;4.050904679;wind
414;113;1;8;1.609160998;133.9753395;127.1478166;66.06166507;32.50662308;86.11408602;53.60746294;16.37168142;93.94904459;77.57736317;33.18865904;80.80716983;1.063038549;0.5230839;1.385714286;0.862630385;0.263446712;1.511791383;1.248344671;0.534058957;1.30031746;45.75805664;53.83300781;43.06640625;71.32873535;28.2623291;34.99145508;169.5739746;134.5825195;53.83300781;47.10388184;1.660467572;1.731048646;1.634138633;1.853264524;1.451207949;1.543962002;2.2293592;2.128988655;1.731048646;1.673056699;1.142857143;176.3273017;159.8371583;161.9032756;99.68820708;60.14895119;159.7594768;97.93330546;61.82617132;4.407514584;wind
880;104;2;8;1.585396825;117.2971875;115.1679629;52.00526346;33.83774815;79.80719721;45.96944905;20.91938898;89.11551004;68.19612106;42.47382573;2.929229361;0.824489796;0.536462585;1.265260771;0.728798186;0.331655329;1.412834467;1.081179138;0.673378685;0.046439909;126.5075684;117.086792;84.7869873;142.6574707;57.8704834;65.94543457;170.9197998;104.9743652;160.1531982;76.71203613;2.102116508;2.068507907;1.928329204;2.15429452;1.76245711;1.819184735;2.232792375;2.021083257;2.204535616;1.88486351;2.087719298;159.7891486;145.6026836;147.6041877;92.27859255;53.32409107;142.8810447;83.33166429;59.54938045;-3.610916454;wind
935;108;4;8;1.773922902;124.993711;133.0731941;48.91729516;29.68937748;67.51885466;37.82947718;10.18790745;88.63095999;78.44305254;52.35843027;66.75699859;0.867755102;0.526666667;1.197732426;0.67106576;0.180725624;1.572244898;1.391519274;0.928798186;1.184217687;78.05786133;103.62854;78.05786133;142.6574707;64.59960938;65.94543457;178.994751;113.0493164;109.0118408;114.3951416;1.892416648;2.01547938;1.892416648;2.15429452;1.810229892;1.819184735;2.252840295;2.053267941;2.037473673;2.05840758;0.952941176;161.5984952;143.698937;146.1883954;95.78379837;47.91513858;137.8742345;86.19172746;51.68250699;-6.730549745;wind
414;113;1;9;0.225623583;121.3170359;117.6653959;62.99497487;50.81407035;76.8241206;26.01005025;40.42211055;85.52763819;45.10552764;82.33165829;10.29145729;0.142131519;0.114648526;0.173333333;0.058684807;0.091201814;0.192970522;0.101768707;0.185759637;0.023219955;304.1564941;297.4273682;173.6114502;419.8974609;246.2860107;150.7324219;686.3708496;535.6384277;304.1564941;161.4990234;2.483097094;2.473380928;2.239578365;2.623143249;2.391439744;2.178206677;2.836558831;2.728871727;2.483097094;2.208169901;1.883333333;161.5437804;146.9566453;140.4913631;95.10445892;51.85218635;146.5277912;93.84770605;52.68008513;-6.698953251;wind
880;104;2;9;0.207437642;115.8615133;118.1214076;63.13948404;40.44599913;84.49934412;44.05334499;20.41976388;96.108439;75.68867512;89.54962833;11.19370354;0.130975057;0.083900227;0.175283447;0.09138322;0.042358277;0.199365079;0.157006803;0.185759637;0.023219955;142.6574707;278.5858154;145.3491211;332.4188232;187.0697021;131.8908691;427.9724121;296.081543;296.081543;130.5450439;2.15429452;2.444959;2.16241241;2.521685608;2.272003455;2.12021473;2.631415774;2.471411335;2.471411335;2.115760389;2.268041237;157.7437063;145.5032628;138.6730879;92.98652838;52.51673443;144.4971625;90.61377106;53.8833914;-1.385030566;wind
935;108;4;9;0.179773243;120.1067382;125.8545437;53.80928355;39.32896065;70.15640767;30.82744702;24.72250252;87.51261352;62.790111;64.58123108;12.91624622;0.096734694;0.070702948;0.126122449;0.055419501;0.044444444;0.157324263;0.112879819;0.116099773;0.023219955;302.8106689;375.4852295;309.5397949;427.9724121;118.4326172;296.081543;749.6246338;453.5430908;302.8106689;309.5397949;2.481171173;2.574592858;2.490716491;2.631415774;2.073471327;2.471411335;2.87484385;2.656618555;2.481171173;2.490716491;0.97826087;160.815758;145.5852552;138.1336011;95.55381392;50.03144125;144.548607;91.57180334;52.97680364;-4.160412757;wind
304;113;1;10;1.004580499;129.563097;117.6715085;58.51203106;42.44503634;78.13642725;35.69139091;24.09372037;88.49713331;64.40341294;78.58787414;16.17985644;0.587800454;0.426394558;0.784943311;0.358548753;0.242040816;0.889024943;0.646984127;0.789478458;0.162539683;189.7613525;187.0697021;174.9572754;197.8363037;22.87902832;154.7698975;207.2570801;52.48718262;195.1446533;185.723877;2.278207767;2.272003455;2.242932007;2.296305989;1.359437576;2.189686495;2.316509375;1.720053262;2.290356657;2.268867741;1.050724638;169.1881184;154.0486146;154.0686581;95.15708612;58.89152851;153.6903496;91.63996995;62.05037966;1.065328225;wind
857;104;2;10;1.045124717;122.0957005;118.128631;57.895422;35.37860707;79.76567585;44.38706878;12.50162725;92.50162725;80;93.3130831;75.53916251;0.605079365;0.369750567;0.833650794;0.463900227;0.130657596;0.96675737;0.836099773;0.975238095;0.789478458;193.7988281;184.3780518;141.3116455;199.1821289;57.8704834;104.9743652;208.6029053;103.62854;118.4326172;176.3031006;2.287351147;2.265709222;2.150177954;2.29925037;1.76245711;2.021083257;2.319320353;2.01547938;2.073471327;2.24625995;0.671755725;166.1616252;150.6465868;150.8384565;93.03289929;57.61368753;148.9077847;88.17596641;60.73181825;0.841859989;wind
996;108;4;10;1.051337868;125.1105626;125.8553569;31.67543784;21.70218273;58.92934173;37.227159;13.67440255;85.48011388;71.80571133;24.29471141;59.63247347;0.333015873;0.228163265;0.619546485;0.39138322;0.143764172;0.898684807;0.754920635;0.255419501;0.626938776;164.1906738;174.9572754;154.7698975;196.4904785;41.72058105;130.5450439;212.6403809;82.09533691;189.7613525;160.1531982;2.215348485;2.242932007;2.189686495;2.29334151;1.620350348;2.115760389;2.327645741;1.91431849;2.278207767;2.204535616;1.18487395;165.9154903;148.4550254;148.6726358;95.54028825;52.91473712;144.1423446;86.33772913;57.80461547;-4.662583035;wind
304;113;1;11;0.840634921;134.4422824;124.1641215;80.41648684;71.69292188;84.86189038;13.16896849;35.00215796;91.49762624;56.49546828;85.6279672;63.53042728;0.67600907;0.602675737;0.713378685;0.110702948;0.294240363;0.769160998;0.474920635;0.719818594;0.534058957;168.2281494;149.3865967;83.44116211;166.8823242;83.44116211;63.25378418;177.6489258;114.3951416;150.7324219;165.536499;2.225898668;2.174311633;1.921380344;2.22241034;1.921380344;1.801086512;2.249562586;2.05840758;2.178206677;2.218893766;0.910569106;182.4822397;163.2340828;162.4803914;97.49236574;65.74171706;163.2896344;96.07757357;67.21206083;2.249677113;wind
857;104;2;11;0.967256236;120.089296;116.1831122;82.15491373;61.19654914;85.59171043;24.39516129;15.86646662;89.29107277;73.42460615;84.02100525;43.2108027;0.794648526;0.591927438;0.827891156;0.235963719;0.153469388;0.863673469;0.710204082;0.812698413;0.417959184;166.8823242;130.5450439;91.51611328;164.1906738;72.67456055;75.36621094;177.6489258;102.2827148;84.7869873;166.8823242;2.22241034;2.115760389;1.961497567;2.215348485;1.861382414;1.877176682;2.249562586;2.009802247;1.928329204;2.22241034;0.508064516;174.6818281;154.214879;154.070498;93.26795983;60.94691915;153.8334266;88.14547222;65.68795436;-4.759105503;wind
996;108;4;11;0.959954649;126.6105769;124.3760168;81.75934237;47.90003307;89.68677659;41.78674352;16.02966882;94.25993291;78.23026409;91.91666273;36.28289318;0.784852608;0.459818594;0.860952381;0.401133787;0.153877551;0.904852608;0.750975057;0.882358277;0.34829932;165.536499;160.1531982;107.6660156;174.9572754;67.29125977;76.71203613;189.7613525;113.0493164;55.17883301;169.5739746;2.218893766;2.204535616;2.032078642;2.242932007;1.827958659;1.88486351;2.278207767;2.053267941;1.741772511;2.2293592;0.325396825;168.253381;153.0422677;152.86498;101.605009;51.43725871;151.4461218;92.45555178;58.99057;1.803317667;wind
304;113;1;12;0.757868481;126.9407514;124.0077101;52.85739932;31.80539764;78.09825863;46.29286099;19.43031536;88.35497576;68.9246604;21.44695111;94.97935492;0.400589569;0.241043084;0.591882086;0.350839002;0.147256236;0.669614512;0.522358277;0.162539683;0.719818594;57.8704834;61.90795898;51.14135742;75.36621094;24.22485352;43.06640625;95.55358887;52.48718262;52.48718262;52.48718262;1.76245711;1.791746486;1.708772251;1.877176682;1.38426116;1.634138633;1.980247003;1.720053262;1.720053262;1.720053262;1;171.4375588;158.6607489;157.4569472;96.27392277;62.38682614;158.757807;94.78570586;63.97210113;1.260999637;wind
857;104;2;12;0.985578231;120.3006726;116.2016609;83.80268728;56.22584208;87.4240751;31.19823302;29.28860666;90.97644027;61.68783361;87.17099209;14.13583655;0.825941043;0.55414966;0.861632653;0.307482993;0.288662132;0.896643991;0.607981859;0.859138322;0.139319728;141.3116455;107.6660156;79.40368652;138.6199951;59.21630859;59.21630859;152.0782471;92.86193848;56.5246582;139.9658203;2.150177954;2.032078642;1.899840666;2.141825879;1.772441331;1.772441331;2.182067098;1.967837745;1.752237945;2.146021994;0.403846154;163.830798;150.2365568;150.1736676;93.25173366;56.9848231;149.1406905;87.40896865;61.73172186;1.61056511;wind
996;108;4;12;0.887845805;125.2891621;133.3223344;60.34121673;38.4788272;76.69203657;38.21320938;19.23175155;89.44679982;70.21504827;60.15221944;7.845941666;0.535736961;0.341632653;0.680907029;0.339274376;0.170748299;0.79414966;0.623401361;0.534058957;0.069659864;57.8704834;64.59960938;53.83300781;86.1328125;32.29980469;44.41223145;121.1242676;76.71203613;100.9368896;55.17883301;1.76245711;1.810229892;1.731048646;1.935168628;1.509199896;1.647502594;2.083231164;1.88486351;2.004049918;1.741772511;1.829268293;167.1274785;152.7350797;152.218677;101.6319081;51.10317158;148.7045615;90.79029336;57.91426816;-1.133754833;wind
304;113;1;13;0.243219955;125.9938567;124.5500801;55.99477904;42.14059295;67.31307104;25.17247809;28.09994406;89.74454596;61.6446019;66.82826776;9.546895394;0.136190476;0.102494331;0.163718821;0.06122449;0.068344671;0.218276644;0.149931973;0.162539683;0.023219955;157.4615479;162.8448486;153.4240723;174.9572754;21.53320313;145.3491211;310.8856201;165.536499;161.4990234;156.1157227;2.197174516;2.211774025;2.185893506;2.242932007;1.333108637;2.16241241;2.492600634;2.218893766;2.208169901;2.193446644;1.034482759;170.5674131;155.9891122;149.849914;94.44138475;61.54772748;155.830654;92.03055468;63.80009936;-1.742902368;wind
857;104;2;13;0.334829932;116.6482476;114.5043775;62.53555465;50.22348639;78.46403901;28.24055262;26.29012597;87.26804822;60.97792225;62.41365299;6.934850332;0.209387755;0.168163265;0.262721088;0.094557823;0.088027211;0.292199546;0.204172336;0.208979592;0.023219955;157.4615479;169.5739746;157.4615479;196.4904785;39.02893066;148.0407715;317.6147461;169.5739746;169.5739746;157.4615479;2.197174516;2.2293592;2.197174516;2.29334151;1.591386652;2.17038134;2.501900657;2.2293592;2.2293592;2.197174516;1.076923077;163.164208;149.3882239;144.6370548;92.05484467;57.33337919;149.2621195;88.4548061;60.80731335;-1.25384094;wind
996;108;4;13;0.294829932;124.3655755;121.836121;58.22181203;35.64067067;81.17212737;45.5314567;22.7195816;92.92416551;70.20458391;63.00569143;7.875711429;0.171655329;0.105079365;0.239319728;0.134240363;0.066984127;0.273968254;0.206984127;0.185759637;0.023219955;160.1531982;201.8737793;161.4990234;309.5397949;148.0407715;146.6949463;333.7646484;187.0697021;158.807373;74.02038574;2.204535616;2.305079914;2.208169901;2.490716491;2.17038134;2.166415152;2.523440335;2.272003455;2.200870662;1.869351344;2.145454545;159.8879244;147.9484761;142.6448598;95.31944191;52.62903417;147.0559177;89.96939279;57.08652493;3.533568865;wind
304;113;1;14;1.115827664;134.2173275;116.6496856;26.93870915;18.46447732;35.9535035;17.48902617;4.560234108;44.71630629;40.15607218;22.8905869;66.59079824;0.300589569;0.206031746;0.401179138;0.195147392;0.050884354;0.498956916;0.448072562;0.255419501;0.743038549;75.36621094;90.17028809;75.36621094;129.1992188;53.83300781;65.94543457;145.3491211;79.40368652;84.7869873;76.71203613;1.877176682;1.955063457;1.877176682;2.111259888;1.731048646;1.819184735;2.16241241;1.899840666;1.928329204;1.88486351;1.105263158;177.931944;161.3516326;161.8277803;93.50337763;67.84825496;161.3954969;88.3864855;73.00901144;4.680880453;wind
857;104;2;14;1.244263039;116.6319539;114.8607094;35.86528648;14.12013413;73.76439714;59.64426301;9.188657239;88.15060504;78.96194781;14.92928998;57.85099869;0.446258503;0.17569161;0.917823129;0.742131519;0.114331066;1.096825397;0.982494331;0.185759637;0.719818594;133.2366943;123.815918;98.24523926;145.3491211;47.10388184;80.74951172;172.265625;91.51611328;127.8533936;45.75805664;2.124623849;2.092776482;1.992311515;2.16241241;1.673056699;1.907139905;2.236198624;1.961497567;2.10671226;1.660467572;2.794117647;163.2915637;147.4085624;148.3578427;91.53269447;55.87586793;146.1730083;84.85523525;61.31777309;-4.486601532;wind
996;108;4;14;1.09015873;125.4908129;123.7824604;38.0314502;22.21066644;74.30318662;52.09252018;8.045594475;89.81612447;81.77052999;8.519843581;14.90972627;0.414603175;0.242131519;0.810022676;0.567891156;0.087709751;0.979138322;0.891428571;0.092879819;0.162539683;76.71203613;86.1328125;72.67456055;110.357666;37.68310547;60.56213379;148.0407715;87.4786377;95.55358887;92.86193848;1.88486351;1.935168628;1.861382414;2.042802507;1.576146686;1.782201168;2.17038134;1.941902011;1.980247003;1.967837745;1.028985507;163.7423796;149.6550192;150.0300972;95.01114567;54.64387349;147.8285297;89.6092476;58.21928206;1.576962999;wind
304;113;1;15;1.17968254;128.5903824;114.9181716;38.2323543;29.33261572;48.76979855;19.43718284;6.650776565;64.10887283;57.45809626;37.39812394;78.73289251;0.451020408;0.346031746;0.575328798;0.229297052;0.07845805;0.756281179;0.677823129;0.441179138;0.928798186;82.09533691;88.82446289;78.05786133;102.2827148;24.22485352;69.98291016;122.4700928;52.48718262;84.7869873;83.44116211;1.91431849;1.94853259;1.892416648;2.009802247;1.38426116;1.844991998;2.088030047;1.720053262;1.928329204;1.921380344;1.016129032;176.6860436;160.3875059;161.1053243;92.85829892;67.52920695;160.52498;89.39164566;71.13333439;-0.570681147;wind
